topic,item,label,ldavis_number,text,response_dt
t_11,2148,time work appointment efficient exam fast clean speed,1,I would add cleaning to my procedure so that patient doesn't have to come in twice for exam and a cleaning.,2021-05-12T14:55:38Z
t_12,3444,caries tooth time lesion confident remove identify stain,14,I would like to be more efficient when navigating MiTools and improve in caries identification.,2021-05-12T15:12:02Z
t_1,2341,patient time appointment today start history faculty exam,3,I would like to have a short written down list of the steps I need to complete so that I can remain organized.,2021-05-12T15:33:43Z
t_1,718,patient time appointment today start history faculty exam,3,I would like to have a more thorough script for greeting the faculty. This was my first patient and I felt a little flustered even though I had rehearsed what I was going to say.,2021-05-12T15:35:21Z
t_5,1406,calculus area remove molar time tooth check miss,12,"Improve my hand scaling, especially on posterior teeth and distals of second molars. Also getting more comfortable with scaling subgingivally.",2021-05-12T15:59:01Z
t_3,462,plan treatment faculty treatment_plan time finding note check,4,Write the note quicker and explain OHI better,2021-05-12T16:16:33Z
t_6,622,patient thing time differently thing_differently appointment differently_time oral,17,One thing that I would like to do differently during my next appointment is to be more concise when describing the findings and treatment plans with my patients. I hope to work on my conciseness and using simpler terms instead of dental terminology.,2021-05-12T17:10:32Z
t_4,2295,restoration composite margin time tooth prep contact make,9,I would have liked to have better explored the margins of his restorations.,2021-05-12T17:39:35Z
t_3,1081,plan treatment faculty treatment_plan time finding note check,4,"I will improve myself on axium, become more familiar with codes",2021-05-12T19:00:51Z
t_10,2329,hand time instrument work scale position improve patient,2,"Next time, I would like to try using the piezoelectric or cavitron in addition to hand instruments. This particular patient requested hand instruments only, which was a great opportunity to work on my skills with the hand instruments. However, in the future, I think I would like to use a combination of both powered scaling and hand scaling.",2021-05-12T19:38:11Z
t_3,3724,plan treatment faculty treatment_plan time finding note check,4,Next time I would like to get my faculty check out sooner so that I am not going over in time,2021-05-12T19:39:40Z
t_3,1987,plan treatment faculty treatment_plan time finding note check,4,"I wrote the note before the appointment and therefore the date of the note and exam did not match, causing some computer trouble at the end. Next time I'll make sure the date of the note and the exam are the same.",2021-05-12T20:51:32Z
t_12,1891,caries tooth time lesion confident remove identify stain,14,Id like to scan without getting as much soft tissue next time.,2021-05-12T21:00:22Z
t_11,2371,time work appointment efficient exam fast clean speed,1,Work on keeping a consistent order of events for updated exams.,2021-05-12T21:00:59Z
t_7,1721,dr learn today patient appointment great experience work,10,I believe the appointment went well. With the help of Dr. Pobocik we were able to address the patients needs and asses his caries risk and occlusal problems and plan the future treatment accordingly.,2021-05-12T21:02:22Z
t_1,3208,patient time appointment today start history faculty exam,3,One thing I would like to do is be more efficient with my time. I think this appointment could have been completed much faster. I also would like to more thoroughly review medications in the patient's health history so that I have a better understanding of why they are on which medications coming into the patient.,2021-05-12T21:04:44Z
t_12,3665,caries tooth time lesion confident remove identify stain,14,"Next time I would like to improve upon my speed and confidence in delivering information to the faculty. I had help from a D4 assistant to confirm what I thought to be carious lesions discovered in my patient during the patient exam. In the future, I would like to use my confidence more to present what I know to be carious (or other dental findings) to the faculty without the aid of another student.",2021-05-12T21:06:43Z
t_3,3257,plan treatment faculty treatment_plan time finding note check,4,I would like to be more efficient with my time and also to be more prepared to report to faculty. I need to document my findings clearly and concisely to improve this as well as fill in information in MiDent throughout the procedure.,2021-05-12T21:34:55Z
t_10,3503,hand time instrument work scale position improve patient,2,I think next time I would like to spend less time with the piezoelectric and more time hand scaling.,2021-05-12T22:14:53Z
t_7,141,dr learn today patient appointment great experience work,10,I would like to be better with Axium. I would like guidance so that I can be the best I can be in clinic.,2021-05-12T22:24:50Z
t_10,585,hand time instrument work scale position improve patient,2,"I would review and practice the hand instruments, in particular I would practice adapting the instruments for the posterior teeth and making sure that I am using proper ergonomics, in proper position, while also choosing a good spot to fulcrum.",2021-05-12T22:49:56Z
t_1,1882,patient time appointment today start history faculty exam,3,"The patient will only need one or two more appointments and will be coming next week. I wish I started the referral to OS and Ortho to expedite his treatment, although there isn't any urgency and the appointment went well overall. I was able to complete all components of a New Patient exam satisfactorily.",2021-05-13T01:13:33Z
t_10,939,hand time instrument work scale position improve patient,2,Improve my understanding of the hand scalers and their efficiency in different areas,2021-05-13T01:28:22Z
t_1,2858,patient time appointment today start history faculty exam,3,"Next time, I would like to be quicker in reviewing the patient's medical and dental history if possible in order to get to the start check before people are already in line for exams. I would also like to be better prepared to inform the faculty of my treatment plan and what I would recommend for the patient as far as fluoride or home care goes. When I did my ""check out"" step, I left out some important information initially and next time I will remember to present everything about the appointment and the di",2021-05-13T01:38:56Z
